purchase_id,category
e553d096-53e1-41e5-85b7-29b76b3215db,bottled water
63a3663a-9c72-482d-8266-e7f51c4800a9,whole milk
d5729f93-11c2-40bc-8900-8599a150ceee,salty snack
00c35832-1ad2-4ee1-b550-93ae59498c83,bottled beer
6208985f-766a-42ad-9f0b-7cc9996e581e,ham
73be5bfd-a318-46e9-a75d-1113e1feaa7c,ice cream
9f8b18d8-a851-4bc7-b82c-cbddafb509e3,chocolate marshmallow
18d18f15-0165-4280-80fc-b8f599566db6,pip fruit
21277e87-511b-4791-9fed-033c7400add7,whole milk
0fab2919-1b68-4280-b8b4-834036e9ef40,yogurt
54c07e9b-4210-448a-912e-df54864bafb9,yogurt
d2e565c0-c7ab-4c65-8eee-46e2b5eeebe3,hygiene articles
721bc73d-5673-4dc6-8aca-437cdeded4bb,UHT-milk
d0a137f8-4040-49b0-9381-269fcc024c6f,root vegetables
e40894f3-55b6-44b3-a7bd-ec8c429b4599,chocolate
7548db3a-2992-4d93-b920-0e14f5a280fd,sausage
dc10c74e-c377-4b68-8a0c-8602844100e6,tropical fruit
c40b7256-bd1c-4f42-bc5b-848080dbc339,finished products
a0efa81a-704b-4fc0-bbc6-7498e2612b22,tropical fruit
e7c8734a-74be-4d72-8722-48f1f0e94863,ham
7517fc97-7223-4ac5-ade2-269b3c84e8b9,root vegetables
846884fd-f4fd-4792-9961-0cb59dccdcb1,newspapers
67285bb6-b5da-4f20-9fea-25760fc945d2,pork
89b7feb0-c617-4dd1-99d0-f388e7bf3f6e,coffee
1577410b-bfca-436a-8eaf-fbd774dc0a16,citrus fruit
0c31e002-6632-475b-aa27-146b64201373,bottled beer
0b255ccf-6cb8-497b-862f-6343146cbaeb,frankfurter
5874f583-2b58-40c1-86f0-81be22c5ba7a,rolls/buns
9d8ce24e-97fc-4d73-b6da-d7a0871d4fb4,frankfurter
af95e144-7778-4a85-b45b-cafcee1ccac4,chicken
89036328-d97d-4b54-b60f-e6bc7ad7a423,pip fruit
ebafbe0b-4d01-4dc9-9247-41ee01a68e53,citrus fruit
86a8ce7c-d8ed-4b07-b636-1455982ef1e1,root vegetables
589a452c-02d9-4394-91db-37fc197bc0d2,other vegetables
9976767b-c015-49fc-9f08-745fbf36540a,frankfurter
c7d2cf03-f73a-4ef8-8b2c-20f3e7f02c27,meat
f3c9342f-2a07-4d41-9314-ef5626787178,whole milk
cd25d734-4f52-46af-ad33-81deed00a234,rolls/buns
c50cdf52-3598-409d-ae62-ad3f22e086f5,soda
cf95909a-2dea-4491-9566-f37c12dbaf44,sliced cheese
2f5d5314-9100-43d9-8e61-f4fe506ddb72,sausage
b70024cc-feb0-4a46-b8d1-00472cf5979d,root vegetables
63f5cd1e-cd03-40ce-8fd0-7f71b72afc32,hamburger meat
e8fe96bb-db29-4413-afee-f9984c7d8aff,tropical fruit
85539c3c-30b8-4728-b5f3-7730f1b05632,bottled beer
00e88c60-f787-44fd-be72-bb1c4eac9846,sausage
11cbb358-e081-4934-8a02-3d74718f90bb,condensed milk
a7170225-b1be-4389-8756-27ac1054cc98,whole milk
6cbd2c72-2750-4c67-9e98-bd64e307e0f5,chicken
f0373948-a4b2-4f6a-9470-d00fbe6c6128,whole milk
a660ceb2-74ea-4798-81fd-a43d8abfd832,beef
3b6753b6-74ae-4cee-9000-47d7b811abda,root vegetables
ec90bb90-1bf2-40e4-8738-7aabdf25162c,chicken
77241c50-48bf-493c-a8b8-068ab113e27c,pork
2ee1e88e-0efa-40d2-a18e-97fa09c1f517,frozen vegetables
597b95be-3f17-46b1-9a1e-fad12b39a6cd,whole milk
022d1565-c21e-4b8e-aaf5-222590cb2eef,hamburger meat
e51b6003-f4af-4513-ae25-d535357793d9,frankfurter
10573897-6cb3-415e-9587-403c9bdbc6ae,tropical fruit
8df0f47b-5025-4f93-9561-e3a1acb4c0d5,soda
f07754e0-46d2-4879-8ab3-00584eb99164,yogurt
94c09493-2cb0-42fb-939e-b7937c7e4180,UHT-milk
5a053fe8-6a84-4f63-9982-89bd80886fb7,pastry
b0eb9ac8-35b8-47a7-9058-a2b189c37834,citrus fruit
42b1446c-cdde-4435-877a-fc0a910e072f,white bread
81704e4b-ffd4-485c-bdc4-d13c70e1814b,oil
b033b08a-f190-49dc-bc5d-774015572b00,root vegetables
c4b75049-516e-48ec-a9a5-7f43ec48c71f,pork
dd7cfc7d-7041-4886-835d-6bee416eb461,tropical fruit
275ae423-9166-44ce-9b30-8fd989d2a75e,sausage
895ec395-c656-4df1-9fbd-1c7548ee0326,meat
d0ff7d76-c35b-4529-b9c1-4fe59e6af169,sausage
1ba46a0a-30ba-4944-8d72-86400dc5a8ae,curd
d3f6e582-5ba5-4750-9480-274f3d55362e,whole milk
619f7104-826f-4099-8992-02eec4609e39,sausage
a4357b79-fc7d-4d6f-a4ab-87b4626f257c,sausage
47f9c249-f036-4e65-a33b-024dd9e59f61,shopping bags
399c73e4-4710-40f0-a589-dfaf49e993ad,UHT-milk
4412782e-41af-4163-a5ad-7d21f4bc09b5,frankfurter
5d354b95-d536-4044-9a90-23fac1ddde16,soda
b274e792-4e12-493f-86f2-0b65bca2c5d2,citrus fruit
2362af3a-5d2a-4055-be2a-f8d5281d7cbc,chicken
7527b088-3681-417b-8987-6baa42464be3,pork
0c92538e-0113-490a-bec0-11b69a728db6,frankfurter
aa4b8f14-19f4-4a02-9dc0-24db08924527,pip fruit
5718fac7-5571-4929-8cc4-6915130af3de,chicken
ee7ff761-b9d4-4e31-bb8c-6bfa9c0d49f3,ham
0da15195-532d-474a-af68-9de2420a82b5,beverages
008b5227-f360-4ce7-a421-87e399bcf504,margarine
06f4d1a5-10bc-478c-b0fa-eca0d91473a5,pork
6da26e2d-2f46-49b8-b726-e8f47525ee1c,ham
0beaa67f-f26d-4fde-a751-e84c8208f1c7,berries
96bd467a-3e8e-4667-9a30-6fa2158becaa,tropical fruit
33b94250-ccf6-448a-acc0-11f3f72afb88,tropical fruit
e7fe3a8b-64ea-4b26-a798-de649478cbfa,pastry
a853c6c8-64ac-4bb9-827e-dcf34d7a13d5,dessert
4b5b79eb-5075-4d29-94ae-817bb1e503fb,whole milk
a629dc77-a3d6-4209-8a6f-31bd0150c181,ice cream
e34f65da-f03a-4a77-be3e-2c6a9bb9240c,sliced cheese
9fa301a0-6736-4d33-8d28-b67a44af2afc,beef
94cd356a-3b59-43a8-a9f3-76cc28b57432,meat
1851c85f-1f72-48b3-b2c7-e01adbd5dbae,citrus fruit
d36010b0-11fd-4180-91e4-ff58a7504208,tropical fruit
3754b30d-427f-4af2-a445-09f644540bfe,sausage
ff5bd227-545f-45a8-9c17-a3786f855da7,whole milk
3fa4993e-327a-4c1e-91d9-33fc56d0a538,frozen meals
762c6bbe-2c55-449d-9508-ef3a0ef4273b,sausage
f8b489e7-ec4b-4779-991d-33eb9c620c6b,sausage
6f3b6811-5d5b-420f-884e-6bb24f188ae7,newspapers
6164b4d9-798b-4e73-a875-d0e41ce22abe,whole milk
a7ccc79f-a10c-4206-a672-300771396d96,beef
7fb2cb0d-d465-4893-8d56-3d0d246d51d7,pip fruit
2993e977-c12e-44f8-91c8-afdd1d696267,yogurt
a9c916c9-421b-48c8-98fb-5f373ddb5546,pork
7a0d8fcc-8cf5-4502-88ef-cbe178bb55a6,ice cream
09d40162-aae9-4a3a-870d-f5dbb72d5bfd,chicken
091e2a5b-7c0e-4a63-aca2-dc83755cc7f9,citrus fruit
4859cfe4-596d-4195-a1f4-5d216eec3925,frankfurter
3630f532-de4e-48b7-834e-116552c530ec,sausage
7f804281-b3a0-4400-904a-45f4bf559b30,tropical fruit
8a750285-a07d-4e87-a33c-a0e3581fc23e,sausage
a791b045-2925-4ef1-8065-850bb7b69834,cooking chocolate
a452565f-5ee2-4257-8b95-7a5cb9808b6b,chicken
e1d53599-5b38-40b9-a441-9116f86366c9,semi-finished bread
a76bb906-a0c7-40b8-bcc3-fa4ca37ecfb9,chicken
b0753000-b0a6-4bfa-ad6a-3924c7beee11,semi-finished bread
0514eb5f-7a79-48eb-9a0a-b4bcb328bd0e,yogurt
2f14c9ad-a315-4d1b-9084-181f36f5c15c,yogurt
5b67ab33-f8ce-41ed-b791-229fdcde9058,whole milk
2058ed49-803f-4c9d-8639-641a3df4abe0,butter
e9660a45-0296-45fe-8479-247fd2577bd4,UHT-milk
04988adc-3352-4226-ac85-151cfb8a8914,cereals
f1fa1117-6d88-464e-bb2a-70c723276cff,other vegetables
3bc9f9d9-f68b-4b61-bbb5-1ad3feea77de,tropical fruit
215bd53d-7908-4a6b-a7e3-aa3b3188c914,rolls/buns
7d57ec21-835a-4ff7-b783-7c01b558212c,tropical fruit
8628b04e-487f-4d89-a3d7-6dc172e70a6f,sugar
bb33df4a-d746-40f4-9cd1-f4db33fdaba4,pastry
d40d4c2d-64c9-41c7-bbb7-d017f9acb57f,cream cheese 
dda92e83-bf0f-4671-8010-4bc355ee44fd,root vegetables
59e79c86-f2a9-4251-9ec0-80bf8db2d51a,canned beer
e11c6f09-3bfa-41fd-b688-f68c13f92b96,rolls/buns
54484329-92a9-4548-ab3a-83267178cc57,soda
d0509b83-d9c0-49a1-a16d-5c10abcb14f8,beverages
50587716-56c2-4624-88a2-60e610bcb96d,other vegetables
77768546-a864-4a0d-b2fc-a9e4eed1f7f4,other vegetables
439b4334-01fc-4a39-887c-0c9d1d13b5ea,berries
54867391-807e-450d-abca-c637586af895,grapes
6ca7050b-f8ae-4e3c-9416-a32ca09bf8a7,soda
ef87f137-9cf1-45ab-8b0c-0b14be43efa5,other vegetables
ac668722-47d1-4cfa-8007-3f8c00e6a596,zwieback
cb772335-0c82-4d91-991d-4a642edd45aa,rolls/buns
f2d261dd-f8fa-48b2-a8f4-3c0c2a3023f2,root vegetables
2c5b778d-4841-49a1-80f1-8f41787bf140,yogurt
d42a1563-21d9-4f62-85bd-07dcb22a5857,yogurt
792945ed-d8dc-4acd-aaf5-fdd85732adda,bottled water
3ccd864c-d9f1-47a0-9c7d-c5f4798a8e56,other vegetables
46bbaa1f-d8b1-4345-96c6-b41361cb6c40,rolls/buns
91a91bca-271c-4960-ad42-71fc6e474903,grapes
188a7e12-ff54-44f3-9145-fe60658d5ce2,tropical fruit
c82fafeb-c6a4-4d02-b3aa-ecf7c80b8a64,yogurt
8e336364-ec3f-4ed8-a653-9381ae52abc6,curd
a574b273-9dda-4dfa-a4ad-0d4311bc9af2,brown bread
cfac7803-5d17-4910-8f31-25a55231e0f5,oil
3cd45a33-7873-4c0d-a986-05bd2434252b,beef
b1c4056f-d45b-4354-96b1-6f6b14561f34,pastry
b213d621-3f86-4f47-995c-e46e4c2b3cfb,whole milk
85611955-4fbd-425b-a7ad-06102ec018f8,pastry
cc01e077-5416-43e5-ad08-9ce3af3f1dce,beef
f8a4d8c4-04d7-4bdf-83c6-13ddd0015ba1,tropical fruit
44ce7c2c-3229-4d34-9265-4aada10c601d,pastry
76980046-f168-4b00-b28b-86ea962cd9cd,coffee
27ea2556-9ce1-48b3-9acf-f2924d8140a1,newspapers
77c3a5fe-801d-4ec9-8a6c-17916d7232a6,whole milk
8e313c70-1ab9-4352-9f3f-7a7b4ddf73dd,pip fruit
e7e886ef-dc83-4622-b03a-ac2237fed66e,butter
d9357032-0084-47ff-9cfa-e1f86e4c87e3,citrus fruit
0195248c-8014-43be-98c8-c8a48832238f,meat spreads
df39adea-62f9-433c-99f3-2ff5ec8cc05b,whole milk
a20c6c5d-b50b-4a0e-aa3d-f56ec8d36390,whole milk
dbb401f5-97f0-49ba-9d77-0b5284501479,salt
f30a2a5a-8a34-4822-bd95-87dee7b927ab,bottled water
90991c72-e167-4aa6-86ed-b5316436b43a,coffee
37e823e2-7838-47b1-aac3-2c676381e60a,whole milk
e38d0e92-f0d7-4485-a053-3cbb53d47252,onions
69f61d90-71c1-453b-b04a-b4a1ee2c234e,condensed milk
82ba7562-d773-46a2-934b-9402d331668f,root vegetables
26f46011-031c-4224-8810-d12192f77879,newspapers
bf795f75-10c2-42b1-a5bd-3d35c102ef45,other vegetables
aa5fd366-5227-40a2-ab71-97d3c8d29264,yogurt
9e2c9951-5c8d-42fe-8d69-593625980084,salty snack
2f06ee6d-ee36-4f10-ba57-cea03f3aea09,butter milk
48fe5186-a59d-4301-a4ee-18cfabca08a4,hamburger meat
70891ee7-1498-4b2d-ab54-22f8402bce40,photo/film
bc1a5981-3634-480c-bdd6-bef2766f1173,sliced cheese
36ebf6c8-65bd-4ef1-9040-f465f3e3e526,hamburger meat
87f0948b-55be-4daf-bb56-41e8bf9c8eb8,yogurt
f543f09c-4b6b-4d0d-93dd-c9e09698e877,tropical fruit
6ce43910-23d2-437d-821e-ebfc6ed11d06,misc. beverages
345ab46b-4f5a-4caa-b702-75470bc1b108,pork
ad137a7a-63ae-400e-a976-824f31f2d6f6,rolls/buns
20126eb5-675f-4507-9355-fe47a62ae869,whole milk
c1160c1a-3142-48c9-a0b6-38e082ae49f4,fruit/vegetable juice
d748bb90-d1e3-4182-b13d-0e242db25e08,citrus fruit
f2e47f21-9737-4390-b9da-8a75aa2daec7,whipped/sour cream
7399cb11-2256-4b7b-8d0d-54dc308660a4,pip fruit
8c98ae09-00e7-46ae-ba91-0c5aeda599d5,sausage
7c49bb82-288e-4720-a98b-f92d5326889a,bottled water
8665b645-74ef-4c49-a41e-0bb08a63eb79,dessert
ffa9b947-b511-44e1-877a-3f3a3630f534,whipped/sour cream
677c1c80-f566-4af6-b5d3-f44f8c8ea919,berries
46778fb1-fc62-4a75-ab00-dc665951f6b4,whole milk
1d063645-c889-40e2-9b7b-fac0034cd0b7,whole milk
33f73b22-7ce8-403b-8d2f-d974e31bffe2,other vegetables
d42c525e-db56-415f-8303-c23257dbd55e,cream cheese 
42f66d64-323f-4055-be83-01f5a68d8eab,other vegetables
abab15a5-8419-4578-95c7-291603a69793,sausage
dc7745ee-b1c1-47a0-a58c-816dcca0db90,dessert
392a903c-17b2-4342-bc36-5d581c5aab01,soda
0161eb3b-00a3-41b0-bcb1-9820c276b615,red/blush wine
b0e436c9-986e-4db8-99c8-231bed60d0e4,sausage
978371f0-bef5-4e6e-bebd-ebb70ae23296,butter milk
7e760b07-f4bc-4abb-bd66-85c06f6f7ec1,dessert
ac4d73e8-ed96-4c30-b5d8-4838e68d7e91,yogurt
ef6e670b-9fc8-4466-8fed-9cefef682797,soda
22e3a2fa-d768-4f75-b668-888dd32b1577,flour
02a354da-9ce2-445c-8e49-219e80b5b632,other vegetables
87037442-4fd0-4395-8397-21d9919db01e,Instant food products
cd0e510f-42c4-4cef-839f-9ee1dd1b4fff,sausage
96af87d9-83d2-40fe-8eb4-0ee7454180f3,misc. beverages
922572d7-7b83-4a44-b4ba-59cfdeba0122,frozen vegetables
9c86e5bc-adb8-4016-a7ba-35a87482fd31,butter
c9218e7e-5d1a-4dd8-aec2-b99ba9e383af,rolls/buns
14d22098-6487-4e78-820e-e3235d43842f,ham
e3e02a2f-2290-4db6-b0b5-071e7f290074,yogurt
4699fcc1-4830-4d1d-a8a0-24e527e55f2a,citrus fruit
460d05e1-17b8-4896-9d35-01e209811ad4,popcorn
88aae82f-0845-442b-8fb4-f8831f1abbe5,whole milk
7c29bb9c-0395-42f0-87a7-a7629c8e4cad,pork
962b4594-7bdb-412d-bc32-f194353d0dcd,other vegetables
1270e3d5-c7ec-438e-bac5-5f9721c7f240,other vegetables
e3ff2945-4c9f-45e7-bd91-3ab6b6d0815c,shopping bags
25ecb45a-cb8d-479d-a12c-7ac7237757eb,rolls/buns
39a3a69d-de1e-4e70-ab88-acfab30113b8,other vegetables
aadfdb34-3cc0-4e43-a908-c719f89436b1,herbs
e234a2a0-0328-4db4-9fb4-b68d60f8c83e,butter
f18ca60f-6cd0-4c00-9b8d-1632b063b3c9,soda
e2f21561-e79c-491f-8a42-e2c625ff820a,specialty cheese
8546fe11-8719-4fec-add8-0ee47cd8f808,other vegetables
61618e88-1752-4e04-a4dd-a504cf09f8fe,soda
9d70ce20-f6b8-459a-99a0-c0a80a8010b9,root vegetables
2901f33c-c0b1-4547-8e88-0ec17b29343b,pastry
c00e25e3-051c-4125-abd6-2436c7ddd4e1,white wine
3df099d2-b59d-4142-a41a-1dd9699b8290,tropical fruit
87a8f34b-1521-4aa6-afda-5c65cca8991f,butter milk
46ef9bb1-6866-4ce6-ae84-b61868b0b78d,dessert
d9af433f-4a18-4c6f-ad54-9b7b7bd0f80f,cream cheese 
ad85e734-b147-45dd-b9c3-9588abe463c3,salt
bc720d75-af1b-458f-830c-50ceca9b0a1c,ice cream
6d59d93b-ff81-490e-8cc7-24bc6930cd48,soft cheese
40c5bfe1-5153-4798-a24e-454ee2c3d28a,bottled water
b89e6b61-b7a1-4bf4-b608-d1f1d61cf538,whole milk
80edb76c-3dab-4f6f-8551-bb9c537c6e5e,ice cream
72ee1e52-4b1d-451c-b730-cab7866656cc,bottled water
5985073f-6432-4198-82a2-43b298e2c750,bottled beer
a0805dfb-a2d3-4ee7-bd43-b83e97d3bc8c,candy
27f3c002-ae6c-4ebf-aa50-f93f7c0c1165,ham
6313f0c6-0d38-4437-adb8-ff16ad12a44a,canned beer
2c8d5bd2-2c41-41f0-9091-7f09d7f43a0b,cream cheese 
61d5e4ba-1d1c-4942-82bb-c5333b7581f5,tropical fruit
29ee90f9-7650-4c55-802a-7c45339c457e,salt
7386b9f7-5346-47f5-8cb0-b25b50247a61,rolls/buns
c444482e-ada5-416b-ab0f-93c8a7b0f18e,berries
88e28292-2cef-437e-b097-8eccd7345f5e,beef
edbd5767-603c-48f6-9ce2-5d7f305c2ece,citrus fruit
f08d316b-2553-44e9-9ba7-ac3f76722bd7,bottled beer
77196cd5-3b23-4382-8752-f3ce0cd6f1dc,rolls/buns
1cb8b7c2-d0ba-475f-9677-dc2a206e04f2,bottled water
c035e16e-2de4-4935-b62d-66bfd8ba8daf,chewing gum
da8f29a0-a86f-4e0e-822f-af43df9776d2,root vegetables
e69b3807-0030-4d67-8ae1-bc2e2b865041,pastry
a643bb64-5480-499d-94e8-9386a4f0d5a9,pastry
3ffc0d85-608c-40e1-af9d-1c104def02da,yogurt
788f495a-6a27-4947-b2d1-dd689cf28854,sugar
62e6af72-e727-4ecf-a4d3-8880a825e693,other vegetables
21e9b7aa-dd0c-4496-9d55-288567088a7f,beverages
d94834a2-fa80-4874-aa64-9ff17e038f3f,pork
691a9f97-e815-42c2-ba07-f0f55f6ea81c,specialty bar
ea55d015-0707-42e6-89ce-9800540d4364,fruit/vegetable juice
90271550-59da-4428-8e00-5eeb915c07d2,female sanitary products
361fbc30-b065-484b-9ba4-d81af5ac0643,soda
df0a6b0f-ff80-4dc3-9811-74ca6537ec19,beef
8dfd0526-58f2-4b87-891c-01ec24e44764,newspapers
cf0f0f74-78b6-46c9-975c-8af215b44c27,sliced cheese
26d06d6e-ab17-4f7a-9da0-274313499daf,curd
193e74d5-247b-440f-8fc0-226b957f42d3,meat
9096567d-99cb-414a-8ae7-4dba7044937e,rolls/buns
c9ac04cb-0607-4e98-aa58-76cd0cac6e4e,berries
78283377-969f-4451-a576-5c841b726ba1,citrus fruit
0402706e-618f-4069-89f0-6b9bdff81b75,mustard
1b2649d9-2bf3-4b3b-95e0-9548eb4f7c4d,beef
e6592d4f-bcbf-48f2-b6e0-f256b8393f66,sausage
97d87622-408f-46df-9aa0-4f92830a8dc1,other vegetables
28dc28e0-2d93-48d1-9d1f-436a93a09a34,beverages
b192fe66-8a0e-4a62-9d8a-5571b34b1cab,herbs
c5c0b8e7-3a71-4aba-8b27-266dc910f3cf,whipped/sour cream
f45d2f00-1c23-4168-b8c2-76bc6d512085,whole milk
1dcd79ab-6d6e-463e-91d8-cc0254d8da8c,curd
76fe7e45-8c12-4f42-93b1-c4fadc4b749f,whole milk
7e303463-b500-46b1-9fe3-4596b1c1d901,whole milk
0ae9cddc-2d28-413a-81ee-0c71506d07c5,oil
65d764c8-96a6-4f1e-953d-79a8255d3948,beef
b7dfb3b9-23ec-4602-9be9-12194279312b,rolls/buns
da243166-ae6a-4f88-ade8-94aca66d63bb,rolls/buns
85077398-296e-47db-8a40-f5a432b4aeb4,beef
a57630d4-9d46-480e-b80f-83cc5e5dd0d8,other vegetables
653cfd97-c152-48ea-986e-0ad17fd8003f,beverages
3bc4a9ca-8574-44b2-baf8-1446478c7783,soda
287be464-2594-4907-b5e1-d7a02ea6d126,pip fruit
38f21a04-3afb-43af-8444-215b9ca969bc,other vegetables
fb6dec2e-bf48-42a0-9b4f-0a35d46936f1,other vegetables
8fc7b15e-8456-4251-9e6f-7cd84afdc4d2,citrus fruit
3b9a6621-8503-4277-8409-8c9600c745fc,whole milk
92da9e3c-627f-4702-bec4-c463f443efac,berries
92436d5a-2971-4f43-b809-8cc4edd89d7c,coffee
db3bbc66-dd49-4833-b62d-705b41e7890b,sausage
b633532f-229e-4706-8c77-0ef378c4b66c,pip fruit
b7b7b8c3-4369-4aae-a824-9ac188a7e650,citrus fruit
f25fd690-1b85-4fc1-a355-ba993a0a85b8,rolls/buns
bb559e4e-6ceb-4d7b-8184-9003b9029901,margarine
68e1fa10-5905-4557-bbca-07cc580096f4,root vegetables
61a70580-156a-4697-af4a-92c409566976,pip fruit
f3e18a4f-d4de-42f1-9916-d4de1627d7d3,other vegetables
c3f70392-d2bd-4ab4-ac37-6e86f12ac59c,pip fruit
1585021d-d56d-410c-a307-bf2ee875832e,citrus fruit
c52e9177-308f-4767-83b3-facb0c6fd88c,citrus fruit
720cd0f3-2fe9-4532-ace7-5cf343d97dae,pip fruit
9653f0b1-7bbb-4283-bff5-b3a5a8c61538,whole milk
d5e5c461-98ff-466d-8460-b438ea02c814,tropical fruit
a2b1b51a-eca3-4164-b08c-948df4fea8f6,whole milk
e65bc3d7-4942-4989-9af4-e69b113616a9,frozen meals
495b17d6-ad17-4711-818c-1fd855ab801d,sugar
c2b755a4-f766-43a6-8e8e-d2b86afe704d,other vegetables
2c325768-5b9a-4c85-b98c-9f845de88271,other vegetables
adde49cd-8b7a-4c30-9b6e-c21db307f9e6,root vegetables
c420394b-371f-4281-8430-19e1f593320f,pork
c7d02d0b-1c04-43bc-8176-525e28fbe15c,berries
8ffa2c75-f9b0-4bed-b30d-295d897ecee3,packaged fruit/vegetables
f1464233-ac21-4178-b4f0-03114d7affc4,coffee
fcbd8751-e05a-4de9-83a5-cadf72cb266b,citrus fruit
a0c61cf5-f1fb-4cb5-9338-80053c2e8e73,rolls/buns
cfe73d51-a0df-4b13-8e0e-a5507f7616c2,beef
7378b8f3-35ba-4a6c-b45e-453bd3f54e48,soda
f68be120-dc03-4e87-bfa1-7f350e028868,packaged fruit/vegetables
05d2e65b-3f8a-492e-9170-1b11c2cd8096,white wine
85e79158-9645-4ddc-848f-9a1e5fad5b1d,white bread
cfae7704-998c-47d1-9005-604001eba39a,chicken
79f632a8-a773-43ad-a008-bfa42918577e,whole milk
b6402180-505c-471e-8cd7-f8d1176bab59,citrus fruit
a591a6fb-f0df-490d-b7ba-01d731930192,hard cheese
04050ff5-c740-4162-ab94-0c1fd164ed84,yogurt
1556ce0e-a581-4a10-ab3c-d975d45266da,cake bar
cce38013-722a-4755-8a63-0da2041c89cc,soda
9a8a61f5-53cd-4557-b418-06203e046a79,citrus fruit
29d2e128-e815-4713-b11b-5928fe3740e3,root vegetables
5c8fd7ce-efb4-45f3-b5b8-5027ebace6c4,brown bread
4a13a1ee-fe39-47e7-935c-11a6c8f745b5,canned fish
1ee02bb4-9c1d-4bf9-9bdf-7f052bd6cbf0,whole milk
547c5bad-a2af-49b9-9bbe-42e6ab8953d8,other vegetables
aa8b694c-177b-41fa-9d9e-f8888e09a8f6,root vegetables
105b2d01-a676-49c7-b573-c4527e10800a,hygiene articles
ca9c737e-dbe0-4454-91e7-813880af6f9e,yogurt
f8a2ef26-7d91-47f2-bfcf-6dd3fef7225c,other vegetables
a6c13c54-acc2-4f8f-90eb-cc5696febd74,white bread
a426947b-6113-4576-9624-794429b6d656,mayonnaise
6c56be4a-bfba-49d8-b950-f8cd4412f661,specialty chocolate
1bc40c73-a891-45ec-8f40-fb041d089ebc,meat
5d45cbbe-f541-49fc-ae94-093525d17de7,pip fruit
9af75a5e-6c27-40fc-bcf8-8822b8ad7ac1,other vegetables
d7e54e1f-e584-4bd8-8e10-63bd16002d78,citrus fruit
019884ef-1ae1-4d2d-82ea-271b92d0c180,rolls/buns
79aa8b9f-71d7-49ea-9c58-04b6331ebf43,salty snack
518514d9-8d8b-42e7-a07e-b2d13c413896,beverages
13c8435b-94d9-4bdb-9e86-5ac75ed93a4e,butter
f8946e56-0d0b-459f-b0a2-0f7f44d2d519,whole milk
a4408081-9f00-4496-9e5f-951f25dbc412,whole milk
6789f228-0c9c-446b-ad78-058db10f32fa,whole milk
cfe8d569-01bf-49dc-8df5-2a3aa89e9a3f,hamburger meat
5e8f1ce3-c57d-4882-b335-a188765d6d68,whipped/sour cream
4ff04cfc-7823-481f-883c-eb2718ab24b9,canned beer
df49b929-b41b-4018-9be9-f170f661b9c9,domestic eggs
059f6f22-14c9-4890-8fcd-2fbf3e40f91a,soda
396100d6-10d2-493f-968e-6eba14b3364c,bottled beer
d7a2d921-957e-4f8c-a8b9-fbd1da8aea11,hygiene articles
9fa04f8e-9e05-4fc9-a534-ec3c592f1175,whole milk
36fc9827-85e5-42e5-949b-4706019c6015,fruit/vegetable juice
be7a6419-8f24-40e9-a8b3-d7f8d8486ff3,sausage
c66dce78-70ce-42ad-9011-fa6bb298e5ae,root vegetables
424e46a4-ece8-4995-bdd2-9bd8dcabc71b,sausage
19aa9680-2046-4f1f-bfae-37b862f4fee3,root vegetables
0898a175-5ff1-4543-97bc-e676fc05a97f,brown bread
dab2536a-5029-4127-a6ff-fbba1a363016,packaged fruit/vegetables
2a6aaa49-ed2a-47f2-b9bb-f0d2f44d3365,bottled water
9e94003e-498e-4e21-82c3-959bedab42ce,white bread
ec431fec-6e01-4cbe-a9af-dc4c23041aaa,coffee
4c533f5c-f97a-4cdf-9d1c-1fffc5b8aaf2,butter milk
64c9bc3c-4b01-4d47-8198-45a8b4ff660c,newspapers
2900ed89-1325-4e00-93c3-4e0f956f1724,citrus fruit
cc3d694e-2d47-44f0-b501-742e981b8b91,frozen dessert
85f5b185-9642-45f8-a6e2-5028c44937ae,butter milk
d204b83c-0861-42c2-b751-9e4e4271eb0d,yogurt
ae600d4f-50e3-4d29-8ea8-d15aa9443062,liquor
39f76c40-1b77-4f6d-a51e-1b12dc20290b,butter
2de5095c-c783-4647-9ffe-4e2c8b577f25,hard cheese
3b213c0c-8e47-45b3-814b-bb4f10a62080,liver loaf
c71699cf-feb2-4550-8c55-0d2a43f19ad0,pastry
4d61de7d-78cd-4151-8553-635f55f5decf,tropical fruit
94d9f096-347a-490c-a32c-1f396512230f,whole milk
bd81c851-cb8d-406f-91d9-e5f278af42b1,rolls/buns
e3810d39-6ac0-42b7-ae59-2388cdf1059c,whole milk
eab1d963-545b-490c-b963-b2e86e2ff81e,chocolate
5964dcfc-f9b1-4ecf-a9fc-d83f3d6b8351,rolls/buns
cfca2a89-a4f3-472c-912e-66c0eeefe4ec,other vegetables
2a1e6b8a-0419-4bf9-bfd0-8f37e0e851ee,bathroom cleaner
d2640082-104b-45ff-9cca-04d887f5a6b2,red/blush wine
c1f9ef45-4db4-4327-82c1-be849ae6449b,butter milk
2d352c4a-a217-4f6f-9e42-f4b835b97873,whole milk
2fa8ec85-6334-4062-9bb0-0c9542170f6e,other vegetables
7e460585-77e7-4a3b-af1a-20611fe6ab40,bottled water
549a36ec-4b22-415b-aa8e-19720753ebc1,yogurt
a0454e67-1a2c-47f8-954a-02b0bf52bf98,whole milk
87ac6ab4-d91e-441f-98f2-cb75c90d92df,tropical fruit
